"","name","team","heightinches","weightpounds"
"689","Ramon_Castro","NYM",75,235
"690","Julio_Franco","NYM",73,188
"691","Carlos_Delgado","NYM",75,230
"692","Jose_Valentin","NYM",70,195
"693","Anderson_Hernandez","NYM",69,168
"694","Damion_Easley","NYM",71,190
"695","Jose_Reyes","NYM",72,160
"696","David_Wright","NYM",72,200
"697","Ben_Johnson","NYM",73,200
"698","Endy_Chavez","NYM",70,189
"699","David_Newhan","NYM",70,180
"700","Carlos_Beltran","NYM",73,190
"701","Shawn_Green","NYM",76,200
"702","Moises_Alou","NYM",75,220
"703","Lastings_Milledge","NYM",72,187
"704","Alay_Soler","NYM",73,240
"705","Mike_Pelfrey","NYM",79,190
"706","Pedro_Martinez","NYM",71,180
"707","Tom_Glavine","NYM",72,185
"708","Chan_Ho_Park","NYM",74,210
"709","Orlando_Hernandez","NYM",74,220
"710","Dave_Williams","NYM",74,219
"711","Oliver_Perez","NYM",72,190
"712","John_Maine","NYM",76,193
"713","Marcos_Carvajal","NYM",76,175
"714","Ambiorix_Burgos","NYM",72,180
"715","Jason_Vargas","NYM",72,215
"716","Jon_Adkins","NYM",71,210
"717","Juan_Padilla","NYM",72,200
"718","Duaner_Sanchez","NYM",72,190
"719","Pedro_Feliciano","NYM",70,185
"720","Aaron_Heilman","NYM",77,220
"721","Jorge_Sosa","NYM",74,170
"722","Scott_Schoeneweis","NYM",72,195
"723","Guillermo_Mota","NYM",76,205
"724","Billy_Wagner","NYM",71,195
"725","Philip_Humber","NYM",76,210
"726","Brad_Ausmus","HOU",71,190
"727","Humberto_Quintero","HOU",73,190
"728","Hector_Gimenez","HOU",70,180
"729","Lance_Berkman","HOU",73,220
"730","Mike_Lamb","HOU",73,190
"731","Mark_Loretta","HOU",72,186
"732","Craig_Biggio","HOU",71,185
"733","Brooks_Conrad","HOU",71,190
"734","Chris_Burke","HOU",71,180
"735","Eric_Bruntlett","HOU",72,190
"736","Adam_Everett","HOU",72,170
"737","Morgan_Ensberg","HOU",74,210
"738","Carlos_Lee","HOU",74,240
"739","Jason_Lane","HOU",74,220
"740","Orlando_Palmeiro","HOU",71,180
"741","Luke_Scott","HOU",72,210
"742","Charlton_Jimerson","HOU",75,210
"743","Fernando_Nieve","HOU",72,195
"744","Wandy_Rodriguez","HOU",71,160
"745","Brandon_Backe","HOU",72,180
"746","Matt_Albers","HOU",72,205
"747","Woody_Williams","HOU",72,200
"748","Roy_Oswalt","HOU",72,185
"749","Jason_Jennings","HOU",74,245
"750","Miguel_Asencio","HOU",74,190
"751","Brad_Lidge","HOU",77,210
"752","Trever_Miller","HOU",75,200
"753","David_Borkowski","HOU",73,200
"754","Dan_Wheeler","HOU",75,222
"755","Paul_Estrada","HOU",73,215
"756","Lincoln_Holdzkom","HOU",76,240
"757","Chris_Sampson","HOU",72,170
"758","Chad_Qualls","HOU",77,220
"759","Ezequiel_Astacio","HOU",75,156
"760","Mike_Lieberthal","LA",72,190
"761","Russell_Martin","LA",71,202
"762","Olmedo_Saenz","LA",71,221
"763","James_Loney","LA",75,200
"764","Nomar_Garciaparra","LA",72,190
"765","Jeff_Kent","LA",73,210
"766","Ramon_Martinez","LA",73,190
"767","Marlon_Anderson","LA",71,200
"768","Rafael_Furcal","LA",70,165
"769","Wilson_Betemit","LA",75,190
"770","Andy_LaRoche","LA",71,185
"771","Matt_Kemp","LA",76,230
"772","Andre_Ethier","LA",73,208
"773","Delwyn_Young","LA",68,209
"774","Jason_Repko","LA",71,175
"775","Juan_Pierre","LA",72,180
"776","Luis_Gonzalez","LA",74,200
"777","Jason_Schmidt","LA",77,205
"778","Randy_Wolf","LA",72,200
"779","Brad_Penny","LA",76,250
"780","Derek_Lowe","LA",78,210
"781","Mark_Hendrickson","LA",81,230
"782","Chad_Billingsley","LA",72,244
"783","Takashi_Saito","LA",73,202
"784","Jonathan_Broxton","LA",76,240
"785","Hong-Chih_Kuo","LA",72,200
"786","Eric_Stults","LA",72,215
"787","Chin-Hui_Tsao","LA",74,177
"788","Tim_Hamulack","LA",76,210
"789","Yhency_Brazoban","LA",73,170
"790","Brett_Tomko","LA",76,215
"791","Joe_Beimel","LA",75,217
"792","Elmer_Dessens","LA",70,198
"793","Ryan_Budde","PHI",71,200
"794","Rod_Barajas","PHI",74,220
"795","Carlos_Ruiz","PHI",72,170
"796","Chris_Coste","PHI",73,200
"797","Ryan_Howard","PHI",76,230
"798","Wes_Helms","PHI",76,231
"799","Chase_Utley","PHI",73,183
"800","Danny_Sandoval","PHI",71,192
"801","Jimmy_Rollins","PHI",68,167
"802","Abraham_Nu?ez","PHI",71,190
"803","Michael_Bourn","PHI",71,180
"804","Chris_Roberson","PHI",74,180
"805","Jayson_Werth","PHI",77,215
"806","Shane_Victorino","PHI",69,160
"807","Aaron_Rowand","PHI",72,205
"808","Pat_Burrell","PHI",76,223
"809","Greg_Dobbs","PHI",73,205
"810","Cole_Hamels","PHI",75,175
"811","Alfredo_Simon","PHI",76,170
"812","Scott_Mathieson","PHI",75,190
"813","Freddy_Garcia","PHI",76,240
"814","Jamie_Moyer","PHI",72,175
"815","Jon_Lieber","PHI",74,230
"816","Brett_Myers","PHI",76,223
"817","Adam_Eaton","PHI",74,196
"818","Geoff_Geary","PHI",72,167
"819","Clay_Condrey","PHI",75,195
"820","Ryan_Madson","PHI",78,190
"821","Antonio_Alfonseca","PHI",77,250
"822","Tom_Gordon","PHI",70,190
"823","Brian_Sanches","PHI",72,190
"824","Jim_Ed_Warden","PHI",79,190
"825","Anderson_Garcia","PHI",74,170
"826","Eude_Brito","PHI",71,160
"827","Fabio_Castro","PHI",68,150
"828","Matt_Smith","PHI",77,225
"829","Damian_Miller","MLW",75,220
"830","Johnny_Estrada","MLW",71,209
"831","Mike_Rivera","MLW",72,210
"832","J.D._Closser","MLW",70,176
"833","Prince_Fielder","MLW",72,260
"834","Rickie_Weeks","MLW",72,195
"835","Tony_Graffanino","MLW",73,190
"836","Craig_Counsell","MLW",72,184
"837","J.J._Hardy","MLW",74,180
"838","Bill_Hall","MLW",72,195
"839","Vinny_Rottino","MLW",72,195
"840","Corey_Koskie","MLW",75,219
"841","Kevin_Mench","MLW",72,225
"842","Geoff_Jenkins","MLW",73,212
"843","Brady_Clark","MLW",74,202
"844","Tony_Gwynn_Jr.","MLW",72,185
"845","Corey_Hart","MLW",78,200
"846","Gabe_Gross","MLW",75,209
"847","Laynce_Nix","MLW",72,200
"848","Drew_Anderson","MLW",74,195
"849","Claudio_Vargas","MLW",75,228
"850","Chris_Capuano","MLW",75,210
"851","Ben_Hendrickson","MLW",76,190
"852","Dave_Bush","MLW",74,212
"853","Carlos_Villanueva","MLW",74,190
"854","Ben_Sheets","MLW",73,218
"855","Jeff_Suppan","MLW",74,220
"856","Brian_Shouse","MLW",71,190
"857","Francisco_Cordero","MLW",74,235
"858","Derrick_Turnbow","MLW",75,210
"859","Matt_Wise","MLW",76,200
"860","Grant_Balfour","MLW",74,188
"861","Dennis_Sarfate","MLW",76,210
"862","Jose_Capellan","MLW",76,235
"863","Greg_Aquino","MLW",73,188
"864","Josh_Bard","SD",75,215
"865","Rob_Bowen","SD",75,216
"866","Adrian_Gonzalez","SD",74,220
"867","Marcus_Giles","SD",68,180
"868","Todd_Walker","SD",72,185
"869","Geoff_Blum","SD",75,200
"870","Khalil_Greene","SD",71,210
"871","Paul_McAnulty","SD",70,220
"872","Terrmel_Sledge","SD",72,185
"873","Jack_Cust","SD",73,231
"874","Jose_Cruz_Jr.","SD",72,210
"875","Russell_Branyan","SD",75,195
"876","Mike_Cameron","SD",74,200
"877","Brian_Giles","SD",70,205
"878","Kevin_Kouzmanoff","SD",73,200
"879","Mike_Thompson","SD",76,200
"880","Clay_Hensley","SD",71,190
"881","Chris_Young","SD",82,250
"882","Greg_Maddux","SD",72,185
"883","Jake_Peavy","SD",73,180
"884","Scott_Cassidy","SD",74,170
"885","Scott_Strickland","SD",71,180
"886","Scott_Linebrink","SD",75,208
"887","Doug_Brocail","SD",77,235
"888","Trevor_Hoffman","SD",72,215
"889","Heath_Bell","SD",74,244
"890","Royce_Ring","SD",72,220
"891","Cla_Meredith","SD",73,185
"892","Andrew_Brown","SD",78,230
"893","Mike_Adams","SD",77,190
"894","Justin_Hampson","SD",73,200
"895","Kevin_Cameron","SD",73,180
"896","Ryan_Ketchner","SD",73,190
"897","Brian_Schneider","WAS",73,196
"898","Jesus_Flores","WAS",73,180
"899","Larry_Broadway","WAS",76,230
"900","Nick_Johnson","WAS",75,224
"901","Bernie_Castro","WAS",70,160
"902","Josh_Wilson","WAS",73,178
"903","Cristian_Guzman","WAS",72,205
"904","Felipe_Lopez","WAS",73,185
"905","Ryan_Zimmerman","WAS",75,210
"906","Nook_Logan","WAS",74,180
"907","Ryan_Church","WAS",73,190
"908","Kory_Casto","WAS",73,200
"909","Mike_Restovich","WAS",76,257
"910","Alex_Escobar","WAS",73,190
"911","Austin_Kearns","WAS",75,220
"912","Chris_Snelling","WAS",70,165
"913","Billy_Traber","WAS",77,205
"914","Tim_Redding","WAS",72,200
"915","John_Patterson","WAS",77,208
"916","Shawn_Hill","WAS",74,185
"917","Joel_Hanrahan","WAS",75,215
"918","Mike_O'Connor","WAS",75,170
"919","Emiliano_Fruto","WAS",75,235
"920","Chris_Schroder","WAS",75,210
"921","Brett_Campbell","WAS",72,170
"922","Beltran_Perez","WAS",74,180
"923","Levale_Speigner","WAS",71,170
"924","Jason_Bergmann","WAS",76,190
"925","Saul_Rivera","WAS",71,150
"926","Chris_Booker","WAS",75,230
"927","Micah_Bowie","WAS",76,203
"928","Jon_Rauch","WAS",83,260
"929","Jerome_Williams","WAS",75,246
"930","Luis_Ayala","WAS",74,186
"931","Ryan_Wagner","WAS",76,210
"932","Chad_Cordero","WAS",72,198
"933","Humberto_Cota","PIT",72,210
"934","Ronny_Paulino","PIT",75,215
"935","Adam_LaRoche","PIT",75,180
"936","Ryan_Doumit","PIT",72,200
"937","Brad_Eldred","PIT",77,245
"938","Jose_Castillo","PIT",73,200
"939","Jack_Wilson","PIT",72,192
"940","Freddy_Sanchez","PIT",70,192
"941","Jason_Bay","PIT",74,200
"942","Jose_Bautista","PIT",72,192
"943","Xavier_Nady","PIT",74,205
"944","Jody_Gerut","PIT",72,190
"945","Nate_McLouth","PIT",71,186
"946","Chris_Duffy","PIT",70,170
"947","Rajai_Davis","PIT",71,197
"948","Shane_Youman","PIT",76,219
"949","Yoslan_Herrera","PIT",74,200
"950","Josh_Shortslef","PIT",76,220
"951","Zach_Duke","PIT",74,207
"952","Paul_Maholm","PIT",74,225
"953","Tom_Gorzelanny","PIT",74,207
"954","Shawn_Chacon","PIT",75,212
"955","Tony_Armas_Jr.","PIT",75,225
"956","Ian_Snell","PIT",71,170
"957","Sean_Burnett","PIT",71,190
"958","John_Grabow","PIT",74,210
"959","Marty_McLeary","PIT",77,230
"960","Salomon_Torres","PIT",71,210
"961","Damaso_Marte","PIT",74,200
"962","Matt_Capps","PIT",75,238
"963","Josh_Sharpless","PIT",77,234
"964","Bryan_Bullington","PIT",76,222
"965","Jonah_Bayliss","PIT",74,200
"966","Brian_Rogers","PIT",76,190
"967","Juan_Perez","PIT",72,170
"968","Bengie_Molina","SF",71,220
"969","Eliezer_Alfonzo","SF",72,223
"970","Lance_Niekro","SF",75,210
"971","Mark_Sweeney","SF",73,215
"972","Ray_Durham","SF",68,196
"973","Kevin_Frandsen","SF",72,175
"974","Omar_Vizquel","SF",69,175
"975","Rich_Aurilia","SF",73,189
"976","Pedro_Feliz","SF",73,205
"977","Todd_Linden","SF",75,210
"978","Dave_Roberts","SF",70,180
"979","Jason_Ellison","SF",70,180
"980","Randy_Winn","SF",74,197
"981","Ryan_Klesko","SF",75,220
"982","Barry_Bonds","SF",74,228
"983","Fred_Lewis","SF",74,190
"984","Kelyn_Acosta","SF",73,204
"985","Jonathan_Sanchez","SF",74,165
"986","Matt_Cain","SF",75,216
"987","Matt_Morris","SF",77,220
"988","Russ_Ortiz","SF",73,208
"989","Noah_Lowry","SF",74,210
"990","Barry_Zito","SF",76,215
"991","Vinnie_Chulk","SF",74,195
"992","Kevin_Correia","SF",75,200
"993","Steve_Kline","SF",73,215
"994","Armando_Benitez","SF",76,229
"995","Scott_Munter","SF",78,240
"996","Jack_Taschner","SF",75,207
"997","Brian_Wilson","SF",73,205
"998","Merkin_Valdez","SF",77,208
"999","Brad_Hennessey","SF",74,185
"1000","Billy_Sadler","SF",72,190
"1001","Pat_Misch","SF",74,170
"1002","Gary_Bennett","STL",72,208
"1003","Yadier_Molina","STL",71,225
"1004","John_Nelson","STL",73,190
"1005","Albert_Pujols","STL",75,225
"1006","Adam_Kennedy","STL",73,185
"1007","Aaron_Miles","STL",67,180
"1008","David_Eckstein","STL",67,165
"1009","Scott_Rolen","STL",76,240
"1010","Scott_Spiezio","STL",74,220
"1011","Jim_Edmonds","STL",73,212
"1012","So_Taguchi","STL",70,163
"1013","Juan_Encarnacion","STL",75,215
"1014","Skip_Schumaker","STL",70,175
"1015","John_Rodriguez","STL",72,205
"1016","Chris_Duncan","STL",77,210
"1017","Adam_Wainwright","STL",79,205
"1018","Mark_Mulder","STL",78,208
"1019","Anthony_Reyes","STL",74,215
"1020","Ryan_Franklin","STL",75,180
"1021","Kip_Wells","STL",75,200
"1022","Chris_Carpenter","STL",78,230
"1023","Russ_Springer","STL",76,211
"1024","Jason_Isringhausen","STL",75,230
"1025","Ricardo_Rincon","STL",69,190
"1026","Braden_Looper","STL",75,220
"1027","Randy_Flores","STL",72,180
"1028","Josh_Hancock","STL",75,205
"1029","Brad_Thompson","STL",73,190
"1030","Tyler_Johnson","STL",74,180
"1031","Chris_Narveson","STL",75,205
"1032","Randy_Keisler","STL",75,190
"1033","Josh_Kinney","STL",73,195
